order_id,order_date,customer_id,region,product,category,unit_price,unit_cost,quantity,discount,shipping_cost
O02726,2025-08-29,C2243,North,Desk,Furniture,9000,6300,4,0.1,40
O02727,2025-11-22,C0900,South,Headphones,Electronics,2500,1350,2,0.05,150
O02728,2025-12-24,C2059,East,Laptop,Electronics,50000,41000,2,0.05,70
O02729,2025-12-29,C1052,East,Desk,Furniture,9000,6300,4,0.3,150
O02730,2025-09-29,C0461,North,Office Chair,Furniture,6500,4300,2,0.05,70
O02731,2025-08-07,C0365,West,Backpack,Accessories,1800,850,3,0.2,100
O02732,2025-02-13,C0229,South,Desk,Furniture,9000,6300,1,0.0,100
O02733,2025-05-21,C2389,West,Backpack,Accessories,1800,850,4,0.2,70
O02734,2025-06-23,C0424,North,Headphones,Electronics,2500,1350,2,0.2,150
O02735,2025-10-12,C2089,West,Office Chair,Furniture,6500,4300,3,0.0,70
O02736,2025-08-03,C1959,West,Headphones,Electronics,2500,1350,3,0.1,150
O02737,2025-06-10,C1099,West,Desk,Furniture,9000,6300,2,0.1,150
O02738,2025-02-23,C2285,West,Headphones,Electronics,2500,1350,2,0.05,70
O02739,2025-09-19,C2271,South,Office Chair,Furniture,6500,4300,1,0.2,40
O02740,2025-06-07,C2314,East,Keyboard,Electronics,1800,1000,2,0.05,150
O02741,2025-01-14,C1243,South,Headphones,Electronics,2500,1350,2,0.05,150
O02742,2025-04-14,C0746,South,Laptop,Electronics,50000,41000,2,0.3,150
O02743,2025-11-18,C0110,West,Desk,Furniture,9000,6300,2,0.0,150
O02744,2025-02-13,C2101,North,Backpack,Accessories,1800,850,3,0.0,40
O02745,2025-05-29,C2183,South,Headphones,Electronics,2500,1350,4,0.0,150
O02746,2025-07-06,C1341,West,Office Chair,Furniture,6500,4300,4,0.3,40
O02747,2025-01-31,C0178,North,Headphones,Electronics,2500,1350,4,0.0,40
O02748,2025-03-02,C2057,North,Pen Set,Stationery,250,110,3,0.0,40
O02749,2025-12-10,C0746,South,Office Chair,Furniture,6500,4300,2,0.1,40
O02750,2025-08-04,C1371,East,Backpack,Accessories,1800,850,3,0.2,40
O02751,2025-03-18,C1649,West,Headphones,Electronics,2500,1350,1,0.1,40
O02752,2025-03-03,C0365,North,Laptop,Electronics,50000,41000,4,0.3,70
O02753,2025-06-05,C0157,East,Desk,Furniture,9000,6300,3,0.0,70
O02754,2025-09-22,C0199,South,Notebook,Stationery,150,65,1,0.1,70
O02755,2025-09-24,C2398,East,Backpack,Accessories,1800,850,2,0.1,40
O02756,2025-03-13,C2394,East,Pen Set,Stationery,250,110,2,0.05,150
O02757,2025-09-22,C1068,West,Backpack,Accessories,1800,850,2,0.2,70
O02758,2025-11-24,C1065,South,Notebook,Stationery,150,65,1,0.1,70
O02759,2025-03-24,C1018,North,Keyboard,Electronics,1800,1000,1,0.0,40
O02760,2025-01-10,C0877,South,Office Chair,Furniture,6500,4300,2,0.0,40
O02761,2025-12-16,C1360,South,Headphones,Electronics,2500,1350,2,0.0,40
O02762,2025-07-10,C0891,South,Office Chair,Furniture,6500,4300,4,0.2,150
O02763,2025-10-11,C1541,North,Keyboard,Electronics,1800,1000,2,0.0,40
O02764,2025-04-27,C0948,North,Laptop,Electronics,50000,41000,2,0.3,100
O02765,2025-04-20,C1575,West,Headphones,Electronics,2500,1350,4,0.0,100
O02766,2025-03-24,C2363,North,Desk,Furniture,9000,6300,4,0.3,40
O02767,2025-03-21,C0515,South,Keyboard,Electronics,1800,1000,1,0.2,70
O02768,2025-06-22,C0157,East,Backpack,Accessories,1800,850,1,0.0,40
O02769,2025-02-08,C1317,North,Office Chair,Furniture,6500,4300,1,0.0,40
O02770,2025-11-04,C0298,North,Backpack,Accessories,1800,850,2,0.2,100
O02771,2025-07-06,C0579,South,Notebook,Stationery,150,65,3,0.0,100
O02772,2025-12-01,C1975,South,Laptop,Electronics,50000,41000,2,0.0,70
O02773,2025-07-03,C1045,South,Headphones,Electronics,2500,1350,1,0.2,40
O02774,2025-04-21,C1374,East,Notebook,Stationery,150,65,1,0.3,100
O02775,2025-07-07,C1941,North,Desk,Furniture,9000,6300,3,0.2,150
O02776,2025-02-26,C0322,North,Keyboard,Electronics,1800,1000,2,0.2,150
O02777,2025-10-28,C1197,North,Desk,Furniture,9000,6300,1,0.1,40
O02778,2025-09-20,C0087,South,Backpack,Accessories,1800,850,3,0.2,100
O02779,2025-02-23,C1248,South,Office Chair,Furniture,6500,4300,3,0.05,40
O02780,2025-08-01,C0561,West,Laptop,Electronics,50000,41000,2,0.2,150
O02781,2025-07-16,C2279,North,Keyboard,Electronics,1800,1000,4,0.1,70
O02782,2025-03-15,C0653,South,Backpack,Accessories,1800,850,4,0.1,100
O02783,2025-02-14,C0501,South,Pen Set,Stationery,250,110,1,0.3,100
O02784,2025-10-05,C0036,East,Pen Set,Stationery,250,110,4,0.05,100
O02785,2025-04-07,C0334,East,Backpack,Accessories,1800,850,1,0.1,150
O02786,2025-07-09,C0541,North,Laptop,Electronics,50000,41000,2,0.1,40
O02787,2025-04-01,C0571,East,Keyboard,Electronics,1800,1000,4,0.0,150
O02788,2025-08-27,C1846,South,Laptop,Electronics,50000,41000,4,0.05,70
O02789,2025-01-18,C2219,East,Laptop,Electronics,50000,41000,1,0.3,40
O02790,2025-05-12,C2139,North,Pen Set,Stationery,250,110,1,0.05,70
O02791,2025-07-19,C2391,East,Backpack,Accessories,1800,850,1,0.1,40
O02792,2025-06-10,C2246,East,Headphones,Electronics,2500,1350,2,0.1,100
O02793,2025-08-12,C1139,East,Notebook,Stationery,150,65,2,0.2,70
O02794,2025-03-07,C0975,North,Desk,Furniture,9000,6300,2,0.2,70
O02795,2025-06-11,C1624,East,Laptop,Electronics,50000,41000,2,0.0,70
O02796,2025-10-04,C0799,East,Backpack,Accessories,1800,850,3,0.05,100
O02797,2025-05-02,C1510,South,Pen Set,Stationery,250,110,4,0.1,150
O02798,2025-02-27,C2500,South,Desk,Furniture,9000,6300,3,0.0,70
O02799,2025-11-06,C0496,North,Notebook,Stationery,150,65,2,0.1,40
O02800,2025-10-12,C1924,North,Office Chair,Furniture,6500,4300,3,0.05,100
O02801,2025-09-06,C2339,East,Pen Set,Stationery,250,110,3,0.0,150
O02802,2025-10-19,C1344,South,Office Chair,Furniture,6500,4300,4,0.3,70
O02803,2025-10-12,C0891,East,Backpack,Accessories,1800,850,4,0.3,40
O02804,2025-09-30,C0637,East,Laptop,Electronics,50000,41000,2,0.1,150
O02805,2025-07-05,C0420,East,Headphones,Electronics,2500,1350,4,0.0,70
O02806,2025-01-08,C0804,East,Backpack,Accessories,1800,850,4,0.3,70
O02807,2025-08-06,C1867,East,Keyboard,Electronics,1800,1000,1,0.1,70
O02808,2025-04-10,C1289,South,Keyboard,Electronics,1800,1000,3,0.3,100
O02809,2025-10-10,C0554,North,Pen Set,Stationery,250,110,1,0.0,40
O02810,2025-06-20,C1356,West,Headphones,Electronics,2500,1350,2,0.0,100
O02811,2025-11-27,C2023,West,Desk,Furniture,9000,6300,1,0.1,70
O02812,2025-08-06,C0035,South,Keyboard,Electronics,1800,1000,2,0.3,70
O02813,2025-07-20,C0052,West,Headphones,Electronics,2500,1350,3,0.0,40
O02814,2025-12-02,C2399,West,Backpack,Accessories,1800,850,2,0.05,150
O02815,2025-06-23,C1871,South,Headphones,Electronics,2500,1350,1,0.1,70
O02816,2025-05-18,C1440,East,Laptop,Electronics,50000,41000,2,0.3,150
O02817,2025-05-16,C2266,East,Notebook,Stationery,150,65,3,0.2,150
O02818,2025-11-16,C1473,North,Pen Set,Stationery,250,110,4,0.3,150
O02819,2025-10-04,C1302,North,Headphones,Electronics,2500,1350,1,0.1,70
O02820,2025-03-01,C0529,South,Notebook,Stationery,150,65,2,0.2,150
O02821,2025-06-29,C2027,West,Desk,Furniture,9000,6300,1,0.1,100
O02822,2025-05-16,C1913,South,Pen Set,Stationery,250,110,1,0.0,70
O02823,2025-08-25,C0739,West,Headphones,Electronics,2500,1350,1,0.1,70
O02824,2025-01-20,C1844,East,Backpack,Accessories,1800,850,4,0.1,150
O02825,2025-09-18,C1818,East,Desk,Furniture,9000,6300,4,0.05,70
O02826,2025-09-29,C0238,North,Pen Set,Stationery,250,110,3,0.0,150
O02827,2025-03-24,C0402,South,Keyboard,Electronics,1800,1000,2,0.2,40
O02828,2025-02-24,C1488,North,Backpack,Accessories,1800,850,4,0.2,150
O02829,2025-08-18,C1559,North,Notebook,Stationery,150,65,2,0.05,70
O02830,2025-04-04,C1646,North,Headphones,Electronics,2500,1350,3,0.3,150
O02831,2025-12-10,C0934,North,Backpack,Accessories,1800,850,3,0.05,150
O02832,2025-10-10,C2089,North,Pen Set,Stationery,250,110,3,0.0,100
O02833,2025-12-15,C1115,South,Keyboard,Electronics,1800,1000,2,0.0,150
O02834,2025-07-15,C0516,South,Desk,Furniture,9000,6300,2,0.05,100
O02835,2025-12-09,C0288,North,Office Chair,Furniture,6500,4300,2,0.0,150
O02836,2025-01-06,C2195,West,Desk,Furniture,9000,6300,3,0.1,100
O02837,2025-04-16,C1768,South,Backpack,Accessories,1800,850,3,0.2,40
O02838,2025-01-01,C1154,West,Backpack,Accessories,1800,850,2,0.1,70
O02839,2025-09-05,C0524,East,Headphones,Electronics,2500,1350,3,0.2,40
O02840,2025-07-06,C0242,North,Backpack,Accessories,1800,850,1,0.3,100
O02841,2025-04-15,C0382,West,Office Chair,Furniture,6500,4300,2,0.05,40
O02842,2025-04-22,C0265,West,Notebook,Stationery,150,65,4,0.0,70
O02843,2025-08-23,C1324,East,Pen Set,Stationery,250,110,3,0.0,150
O02844,2025-03-07,C0495,South,Office Chair,Furniture,6500,4300,3,0.1,100
O02845,2025-07-07,C0320,South,Office Chair,Furniture,6500,4300,4,0.05,70
O02846,2025-08-12,C0707,South,Office Chair,Furniture,6500,4300,3,0.1,100
O02847,2025-03-29,C1749,East,Pen Set,Stationery,250,110,3,0.1,100
O02848,2025-03-25,C1242,South,Office Chair,Furniture,6500,4300,2,0.1,70
O02849,2025-05-10,C0385,North,Keyboard,Electronics,1800,1000,4,0.0,100
O02850,2025-08-05,C1872,North,Keyboard,Electronics,1800,1000,3,0.0,40
O02851,2025-04-03,C1224,North,Headphones,Electronics,2500,1350,3,0.05,70
O02852,2025-05-19,C0467,North,Office Chair,Furniture,6500,4300,1,0.2,70
O02853,2025-07-18,C1729,South,Laptop,Electronics,50000,41000,4,0.1,100
O02854,2025-03-10,C2482,West,Laptop,Electronics,50000,41000,2,0.1,100
O02855,2025-07-27,C1351,North,Notebook,Stationery,150,65,2,0.1,150
O02856,2025-02-20,C0404,South,Laptop,Electronics,50000,41000,1,0.1,70
O02857,2025-02-22,C0774,North,Desk,Furniture,9000,6300,1,0.0,40
O02858,2025-03-28,C1499,South,Pen Set,Stationery,250,110,1,0.0,40
O02859,2025-04-15,C2499,East,Notebook,Stationery,150,65,1,0.0,150
O02860,2025-01-11,C2323,South,Office Chair,Furniture,6500,4300,1,0.0,70
O02861,2025-12-17,C2334,West,Headphones,Electronics,2500,1350,2,0.05,150
O02862,2025-04-23,C2082,West,Backpack,Accessories,1800,850,4,0.2,70
O02863,2025-10-21,C1438,West,Pen Set,Stationery,250,110,4,0.0,70
O02864,2025-11-26,C1620,West,Desk,Furniture,9000,6300,1,0.0,40
O02865,2025-10-20,C1835,South,Laptop,Electronics,50000,41000,2,0.0,150
O02866,2025-10-31,C1789,South,Laptop,Electronics,50000,41000,4,0.0,70
O02867,2025-02-06,C1597,South,Keyboard,Electronics,1800,1000,3,0.0,70
O02868,2025-05-16,C0336,West,Headphones,Electronics,2500,1350,4,0.0,100
O02869,2025-09-30,C2200,North,Pen Set,Stationery,250,110,2,0.0,100
O02870,2025-07-30,C0025,North,Headphones,Electronics,2500,1350,1,0.3,100
O02871,2025-01-03,C1065,North,Keyboard,Electronics,1800,1000,1,0.05,40
O02872,2025-07-27,C1086,East,Backpack,Accessories,1800,850,3,0.0,150
O02873,2025-10-21,C2491,East,Pen Set,Stationery,250,110,1,0.05,40
O02874,2025-10-30,C0224,North,Headphones,Electronics,2500,1350,2,0.0,40
O02875,2025-05-21,C1190,South,Office Chair,Furniture,6500,4300,2,0.1,40
O02876,2025-03-28,C0895,South,Desk,Furniture,9000,6300,4,0.05,70
O02877,2025-04-23,C0245,West,Notebook,Stationery,150,65,4,0.2,70
O02878,2025-04-19,C0560,North,Backpack,Accessories,1800,850,2,0.3,40
O02879,2025-05-07,C1056,North,Pen Set,Stationery,250,110,3,0.1,100
O02880,2025-04-21,C2291,East,Backpack,Accessories,1800,850,2,0.0,100
O02881,2025-06-16,C0971,South,Laptop,Electronics,50000,41000,4,0.05,150
O02882,2025-01-15,C2201,West,Headphones,Electronics,2500,1350,2,0.05,40
O02883,2025-04-11,C1835,South,Desk,Furniture,9000,6300,3,0.2,40
O02884,2025-04-25,C2048,West,Laptop,Electronics,50000,41000,4,0.0,40
O02885,2025-02-25,C2135,South,Keyboard,Electronics,1800,1000,1,0.1,70
O02886,2025-11-17,C1785,South,Headphones,Electronics,2500,1350,1,0.05,100
O02887,2025-09-04,C1834,West,Backpack,Accessories,1800,850,2,0.05,40
O02888,2025-11-29,C0386,North,Laptop,Electronics,50000,41000,4,0.05,70
O02889,2025-07-24,C1793,West,Headphones,Electronics,2500,1350,3,0.05,100
O02890,2025-02-10,C0121,North,Headphones,Electronics,2500,1350,1,0.1,100
O02891,2025-11-27,C1844,South,Headphones,Electronics,2500,1350,2,0.1,100
O02892,2025-06-17,C1635,North,Desk,Furniture,9000,6300,3,0.0,100
O02893,2025-09-07,C1893,South,Keyboard,Electronics,1800,1000,4,0.0,150
O02894,2025-05-20,C1606,West,Backpack,Accessories,1800,850,2,0.2,150
O02895,2025-06-30,C0922,North,Keyboard,Electronics,1800,1000,1,0.05,150
O02896,2025-06-28,C0924,North,Desk,Furniture,9000,6300,1,0.1,70
O02897,2025-04-14,C1491,South,Notebook,Stationery,150,65,1,0.05,70
O02898,2025-07-22,C1182,North,Notebook,Stationery,150,65,1,0.1,70
O02899,2025-09-25,C0852,South,Pen Set,Stationery,250,110,2,0.1,70
O02900,2025-01-08,C1223,West,Headphones,Electronics,2500,1350,2,0.0,100
O02901,2025-02-17,C1342,North,Desk,Furniture,9000,6300,2,0.1,100
O02902,2025-11-04,C0600,South,Pen Set,Stationery,250,110,4,0.1,40
O02903,2025-07-27,C1596,South,Pen Set,Stationery,250,110,2,0.0,150
O02904,2025-12-22,C0786,North,Desk,Furniture,9000,6300,3,0.1,40
O02905,2025-08-09,C0670,North,Notebook,Stationery,150,65,3,0.0,70
O02906,2025-08-27,C1046,East,Pen Set,Stationery,250,110,1,0.0,70
O02907,2025-11-25,C0259,East,Desk,Furniture,9000,6300,4,0.2,70
O02908,2025-08-30,C1508,West,Backpack,Accessories,1800,850,2,0.2,40
O02909,2025-05-01,C1834,South,Headphones,Electronics,2500,1350,4,0.0,100
O02910,2025-07-12,C2390,East,Keyboard,Electronics,1800,1000,1,0.1,40
O02911,2025-03-27,C0710,West,Laptop,Electronics,50000,41000,4,0.0,100
O02912,2025-05-03,C1347,West,Laptop,Electronics,50000,41000,3,0.1,100
O02913,2025-09-06,C1259,West,Office Chair,Furniture,6500,4300,1,0.05,150
O02914,2025-02-24,C1828,North,Headphones,Electronics,2500,1350,4,0.2,150
O02915,2025-09-03,C1563,West,Office Chair,Furniture,6500,4300,3,0.05,150
O02916,2025-08-02,C2018,West,Office Chair,Furniture,6500,4300,4,0.05,40
O02917,2025-04-23,C2127,West,Desk,Furniture,9000,6300,1,0.2,150
O02918,2025-01-17,C0284,East,Backpack,Accessories,1800,850,4,0.0,100
O02919,2025-09-15,C0888,West,Pen Set,Stationery,250,110,4,0.0,40
O02920,2025-10-28,C1633,South,Office Chair,Furniture,6500,4300,2,0.05,150
O02921,2025-09-24,C1360,East,Keyboard,Electronics,1800,1000,2,0.1,150
O02922,2025-06-03,C1206,East,Pen Set,Stationery,250,110,2,0.0,70
O02923,2025-08-27,C0433,East,Laptop,Electronics,50000,41000,2,0.1,150
O02924,2025-06-01,C1432,East,Desk,Furniture,9000,6300,4,0.05,100
O02925,2025-05-11,C1852,North,Office Chair,Furniture,6500,4300,4,0.1,70
O02926,2025-04-30,C0097,South,Headphones,Electronics,2500,1350,1,0.3,40
O02927,2025-03-18,C1479,South,Desk,Furniture,9000,6300,1,0.05,100
O02928,2025-12-20,C2266,East,Keyboard,Electronics,1800,1000,1,0.1,150
O02929,2025-09-01,C1435,East,Headphones,Electronics,2500,1350,3,0.05,40
O02930,2025-03-05,C2382,West,Notebook,Stationery,150,65,2,0.0,40
O02931,2025-11-12,C0882,West,Headphones,Electronics,2500,1350,4,0.2,40
O02932,2025-02-25,C0009,South,Notebook,Stationery,150,65,4,0.2,70
O02933,2025-08-05,C1706,North,Headphones,Electronics,2500,1350,1,0.2,70
O02934,2025-03-02,C0532,East,Office Chair,Furniture,6500,4300,3,0.3,150
O02935,2025-05-12,C0025,West,Pen Set,Stationery,250,110,4,0.05,150
O02936,2025-08-29,C0451,East,Headphones,Electronics,2500,1350,4,0.1,100
O02937,2025-12-31,C2336,West,Pen Set,Stationery,250,110,3,0.0,40
O02938,2025-12-29,C1954,West,Notebook,Stationery,150,65,2,0.3,40
O02939,2025-11-23,C0688,South,Backpack,Accessories,1800,850,4,0.1,40
O02940,2025-03-27,C1496,East,Headphones,Electronics,2500,1350,2,0.0,150
O02941,2025-02-04,C0849,South,Notebook,Stationery,150,65,4,0.2,40
O02942,2025-11-27,C0444,South,Backpack,Accessories,1800,850,2,0.1,150
O02943,2025-12-03,C2471,North,Pen Set,Stationery,250,110,4,0.3,100
O02944,2025-04-12,C2035,North,Headphones,Electronics,2500,1350,4,0.2,70
O02945,2025-01-07,C0909,North,Pen Set,Stationery,250,110,3,0.2,150
O02946,2025-08-25,C0884,East,Laptop,Electronics,50000,41000,1,0.1,40
O02947,2025-01-28,C2039,North,Desk,Furniture,9000,6300,1,0.1,70
O02948,2025-01-15,C1153,South,Office Chair,Furniture,6500,4300,4,0.2,70
O02949,2025-12-09,C0943,South,Desk,Furniture,9000,6300,4,0.0,40
O02950,2025-06-30,C0969,South,Desk,Furniture,9000,6300,3,0.0,150
O02951,2025-02-10,C1118,West,Laptop,Electronics,50000,41000,4,0.3,100
O02952,2025-08-27,C1304,South,Desk,Furniture,9000,6300,4,0.3,40
O02953,2025-05-15,C0101,North,Backpack,Accessories,1800,850,2,0.3,40
O02954,2025-07-15,C1201,West,Office Chair,Furniture,6500,4300,4,0.0,70
O02955,2025-11-25,C1100,West,Keyboard,Electronics,1800,1000,4,0.0,150
O02956,2025-03-28,C0687,East,Backpack,Accessories,1800,850,2,0.3,40
O02957,2025-08-24,C0889,East,Laptop,Electronics,50000,41000,1,0.0,100
O02958,2025-10-30,C1062,North,Office Chair,Furniture,6500,4300,3,0.05,40
O02959,2025-06-04,C0916,East,Desk,Furniture,9000,6300,2,0.05,70
O02960,2025-12-21,C2271,North,Office Chair,Furniture,6500,4300,2,0.2,100
O02961,2025-06-13,C1322,South,Backpack,Accessories,1800,850,3,0.1,40
O02962,2025-06-17,C1258,North,Office Chair,Furniture,6500,4300,4,0.0,70
O02963,2025-11-19,C0658,East,Backpack,Accessories,1800,850,1,0.1,70
O02964,2025-08-21,C2291,North,Laptop,Electronics,50000,41000,4,0.0,40
O02965,2025-11-14,C0058,North,Notebook,Stationery,150,65,2,0.1,40
O02966,2025-10-16,C1376,North,Desk,Furniture,9000,6300,3,0.1,40
O02967,2025-09-18,C0423,East,Headphones,Electronics,2500,1350,4,0.1,100
O02968,2025-03-30,C1923,North,Headphones,Electronics,2500,1350,1,0.05,40
O02969,2025-05-26,C0946,South,Notebook,Stationery,150,65,1,0.0,100
O02970,2025-11-12,C0734,South,Notebook,Stationery,150,65,4,0.0,40
O02971,2025-08-13,C0145,East,Desk,Furniture,9000,6300,2,0.3,40
O02972,2025-04-13,C1977,North,Laptop,Electronics,50000,41000,4,0.05,40
O02973,2025-04-30,C0992,West,Desk,Furniture,9000,6300,2,0.05,70
O02974,2025-10-11,C0661,South,Backpack,Accessories,1800,850,3,0.05,100
O02975,2025-03-07,C2111,North,Laptop,Electronics,50000,41000,3,0.3,70
O02976,2025-02-10,C0049,North,Office Chair,Furniture,6500,4300,4,0.2,40
O02977,2025-10-07,C1173,North,Office Chair,Furniture,6500,4300,3,0.0,40
O02978,2025-04-16,C0402,South,Backpack,Accessories,1800,850,3,0.1,70
O02979,2025-10-07,C0318,North,Keyboard,Electronics,1800,1000,2,0.05,70
O02980,2025-07-14,C0055,West,Office Chair,Furniture,6500,4300,2,0.2,100
O02981,2025-12-31,C0468,South,Notebook,Stationery,150,65,2,0.3,70
O02982,2025-07-11,C2368,North,Laptop,Electronics,50000,41000,2,0.1,100
O02983,2025-11-13,C1114,South,Pen Set,Stationery,250,110,4,0.2,70
O02984,2025-11-07,C2500,North,Pen Set,Stationery,250,110,1,0.1,100
O02985,2025-03-19,C0669,North,Notebook,Stationery,150,65,3,0.05,40
O02986,2025-12-30,C1906,South,Notebook,Stationery,150,65,3,0.1,150
O02987,2025-09-30,C0225,North,Notebook,Stationery,150,65,4,0.1,150
O02988,2025-02-09,C0271,North,Pen Set,Stationery,250,110,3,0.0,70
O02989,2025-01-03,C0041,West,Backpack,Accessories,1800,850,2,0.1,40
O02990,2025-04-10,C2248,East,Office Chair,Furniture,6500,4300,1,0.0,40
O02991,2025-01-06,C1680,West,Office Chair,Furniture,6500,4300,2,0.0,150
O02992,2025-05-11,C1860,North,Notebook,Stationery,150,65,2,0.2,40
O02993,2025-12-30,C2319,West,Headphones,Electronics,2500,1350,1,0.0,40
O02994,2025-06-24,C0831,South,Pen Set,Stationery,250,110,3,0.2,40
O02995,2025-01-09,C1807,North,Pen Set,Stationery,250,110,2,0.05,70
O02996,2025-06-30,C1256,West,Notebook,Stationery,150,65,4,0.1,150
O02997,2025-03-21,C1357,North,Keyboard,Electronics,1800,1000,1,0.3,40
O02998,2025-11-09,C1655,South,Keyboard,Electronics,1800,1000,4,0.2,100
O02999,2025-02-03,C1175,West,Office Chair,Furniture,6500,4300,2,0.2,100
O03000,2025-10-09,C0061,East,Notebook,Stationery,150,65,2,0.0,150
O03001,2025-06-12,C0188,South,Pen Set,Stationery,250,110,2,0.05,100
O03002,2025-01-07,C1254,South,Notebook,Stationery,150,65,4,0.1,150
O03003,2025-09-03,C1425,North,Backpack,Accessories,1800,850,3,0.2,100
O03004,2025-06-16,C1831,West,Backpack,Accessories,1800,850,1,0.2,150
O03005,2025-10-09,C1431,North,Notebook,Stationery,150,65,4,0.1,70
O03006,2025-08-14,C0471,North,Keyboard,Electronics,1800,1000,1,0.0,70
O03007,2025-10-15,C0918,North,Desk,Furniture,9000,6300,2,0.0,100
O03008,2025-06-18,C1110,West,Office Chair,Furniture,6500,4300,3,0.3,150
O03009,2025-01-03,C2460,East,Notebook,Stationery,150,65,3,0.1,40
O03010,2025-02-17,C1332,South,Pen Set,Stationery,250,110,2,0.2,70
O03011,2025-06-17,C1588,West,Keyboard,Electronics,1800,1000,4,0.1,150
O03012,2025-05-26,C1839,North,Desk,Furniture,9000,6300,4,0.3,40
O03013,2025-10-17,C0906,West,Laptop,Electronics,50000,41000,4,0.2,70
O03014,2025-05-31,C2412,North,Notebook,Stationery,150,65,2,0.0,100
O03015,2025-11-10,C1688,South,Office Chair,Furniture,6500,4300,4,0.2,40
O03016,2025-03-10,C2121,North,Office Chair,Furniture,6500,4300,1,0.05,150
O03017,2025-05-21,C1874,West,Desk,Furniture,9000,6300,4,0.05,70
O03018,2025-10-04,C1554,West,Headphones,Electronics,2500,1350,3,0.2,150
O03019,2025-02-15,C0078,South,Desk,Furniture,9000,6300,3,0.05,70
O03020,2025-04-28,C1460,North,Notebook,Stationery,150,65,1,0.0,70
O03021,2025-10-02,C0324,North,Keyboard,Electronics,1800,1000,4,0.1,150
O03022,2025-08-03,C1508,South,Headphones,Electronics,2500,1350,2,0.3,150
O03023,2025-10-11,C1754,South,Office Chair,Furniture,6500,4300,3,0.0,100
O03024,2025-07-08,C1363,North,Headphones,Electronics,2500,1350,1,0.1,70
O03025,2025-11-10,C0772,East,Keyboard,Electronics,1800,1000,4,0.1,150
O03026,2025-11-17,C0149,East,Notebook,Stationery,150,65,2,0.05,100
O03027,2025-12-22,C1678,West,Laptop,Electronics,50000,41000,4,0.1,150
O03028,2025-02-14,C1746,South,Notebook,Stationery,150,65,4,0.1,70
O03029,2025-08-04,C1195,South,Headphones,Electronics,2500,1350,3,0.2,40
O03030,2025-02-11,C1791,South,Backpack,Accessories,1800,850,1,0.1,40
O03031,2025-03-25,C1948,North,Notebook,Stationery,150,65,2,0.3,100
O03032,2025-04-20,C1282,East,Keyboard,Electronics,1800,1000,3,0.2,70
O03033,2025-08-24,C0120,East,Desk,Furniture,9000,6300,3,0.0,150
O03034,2025-06-07,C2176,North,Laptop,Electronics,50000,41000,3,0.2,150
O03035,2025-11-12,C1167,South,Laptop,Electronics,50000,41000,1,0.1,40
O03036,2025-04-19,C1682,West,Backpack,Accessories,1800,850,3,0.0,150
O03037,2025-08-14,C2278,South,Pen Set,Stationery,250,110,1,0.1,100
O03038,2025-10-06,C0907,South,Headphones,Electronics,2500,1350,2,0.2,70
O03039,2025-12-24,C1555,East,Keyboard,Electronics,1800,1000,1,0.0,40
O03040,2025-03-31,C0050,South,Headphones,Electronics,2500,1350,3,0.05,40
O03041,2025-09-25,C2213,North,Office Chair,Furniture,6500,4300,3,0.1,70
O03042,2025-01-31,C0148,West,Keyboard,Electronics,1800,1000,4,0.05,40
O03043,2025-07-18,C1353,West,Keyboard,Electronics,1800,1000,2,0.2,40
O03044,2025-06-01,C0880,North,Desk,Furniture,9000,6300,1,0.0,150
O03045,2025-12-16,C0090,North,Headphones,Electronics,2500,1350,1,0.2,70
O03046,2025-10-10,C1156,East,Backpack,Accessories,1800,850,4,0.2,100
O03047,2025-12-05,C2339,East,Notebook,Stationery,150,65,4,0.05,70
O03048,2025-11-07,C0418,South,Pen Set,Stationery,250,110,1,0.1,100
O03049,2025-05-30,C0731,South,Headphones,Electronics,2500,1350,3,0.0,70
O03050,2025-09-25,C0474,East,Notebook,Stationery,150,65,2,0.0,40
O03051,2025-01-12,C0313,South,Pen Set,Stationery,250,110,2,0.1,100
O03052,2025-07-23,C0576,North,Headphones,Electronics,2500,1350,3,0.0,40
O03053,2025-01-18,C1430,North,Pen Set,Stationery,250,110,4,0.2,100
O03054,2025-09-22,C1952,South,Keyboard,Electronics,1800,1000,1,0.1,150
O03055,2025-12-19,C1726,West,Pen Set,Stationery,250,110,4,0.0,100
O03056,2025-09-06,C1929,South,Office Chair,Furniture,6500,4300,1,0.05,100
O03057,2025-11-03,C1790,South,Pen Set,Stationery,250,110,3,0.2,150
O03058,2025-03-27,C0958,West,Headphones,Electronics,2500,1350,1,0.0,40
O03059,2025-12-29,C2251,South,Office Chair,Furniture,6500,4300,1,0.1,150
O03060,2025-07-21,C0431,South,Keyboard,Electronics,1800,1000,1,0.0,40
O03061,2025-09-04,C1750,North,Headphones,Electronics,2500,1350,4,0.3,40
O03062,2025-10-09,C0278,East,Keyboard,Electronics,1800,1000,3,0.05,40
O03063,2025-08-22,C1914,East,Office Chair,Furniture,6500,4300,3,0.05,100
O03064,2025-04-26,C0218,West,Headphones,Electronics,2500,1350,1,0.1,40
O03065,2025-08-12,C0541,South,Notebook,Stationery,150,65,4,0.05,70
O03066,2025-08-27,C0979,South,Desk,Furniture,9000,6300,4,0.1,40
O03067,2025-11-09,C1737,North,Pen Set,Stationery,250,110,2,0.0,40
O03068,2025-06-25,C0114,West,Notebook,Stationery,150,65,4,0.0,100
