order_id,order_date,customer_id,region,product,category,unit_price,unit_cost,quantity,discount,shipping_cost,gross_sales,revenue,cost,profit,month,discount_band
O01709,2025-06-11,C0825,East,Headphones,Electronics,2500,1350,3,0.05,40,7500,7125.0,4090,3035.0,2025-06,Low (1-10%)
O02082,2025-06-11,C1651,East,Laptop,Electronics,50000,41000,4,0.1,40,200000,180000.0,164040,15960.0,2025-06,Low (1-10%)
O02633,2025-06-11,C2085,North,Backpack,Accessories,1800,850,3,0.05,40,5400,5130.0,2590,2540.0,2025-06,Low (1-10%)
O02699,2025-06-11,C0799,West,Headphones,Electronics,2500,1350,1,0.3,100,2500,1750.0,1450,300.0,2025-06,High (>10%)
O02795,2025-06-11,C1624,East,Laptop,Electronics,50000,41000,2,0.0,70,100000,100000.0,82070,17930.0,2025-06,None
O03494,2025-06-11,C1354,West,Notebook,Stationery,150,65,1,0.3,150,150,105.0,215,-110.0,2025-06,High (>10%)
O03738,2025-06-11,C1472,West,Desk,Furniture,9000,6300,1,0.0,70,9000,9000.0,6370,2630.0,2025-06,None
O03786,2025-06-11,C0258,South,Desk,Furniture,9000,6300,2,0.2,150,18000,14400.0,12750,1650.0,2025-06,High (>10%)
O04394,2025-06-11,C1562,North,Laptop,Electronics,50000,41000,3,0.0,150,150000,150000.0,123150,26850.0,2025-06,None
O04452,2025-06-11,C0344,East,Keyboard,Electronics,1800,1000,2,0.05,40,3600,3420.0,2040,1380.0,2025-06,Low (1-10%)
O04864,2025-06-11,C0063,South,Notebook,Stationery,150,65,1,0.0,150,150,150.0,215,-65.0,2025-06,None
O05037,2025-06-11,C2499,West,Backpack,Accessories,1800,850,2,0.3,100,3600,2520.0,1800,720.0,2025-06,High (>10%)
O05042,2025-06-11,C1544,West,Headphones,Electronics,2500,1350,2,0.05,100,5000,4750.0,2800,1950.0,2025-06,Low (1-10%)
O05242,2025-06-11,C2341,North,Backpack,Accessories,1800,850,1,0.05,70,1800,1710.0,920,790.0,2025-06,Low (1-10%)
O00087,2025-06-12,C2053,North,Laptop,Electronics,50000,41000,1,0.0,70,50000,50000.0,41070,8930.0,2025-06,None
O00132,2025-06-12,C2176,East,Desk,Furniture,9000,6300,3,0.0,100,27000,27000.0,19000,8000.0,2025-06,None
O00605,2025-06-12,C2110,North,Pen Set,Stationery,250,110,3,0.05,100,750,712.5,430,282.5,2025-06,Low (1-10%)
O01029,2025-06-12,C0512,West,Desk,Furniture,9000,6300,3,0.0,100,27000,27000.0,19000,8000.0,2025-06,None
O01148,2025-06-12,C1516,North,Pen Set,Stationery,250,110,4,0.2,70,1000,800.0,510,290.0,2025-06,High (>10%)
O01181,2025-06-12,C1687,West,Desk,Furniture,9000,6300,1,0.1,40,9000,8100.0,6340,1760.0,2025-06,Low (1-10%)
O02594,2025-06-12,C1718,East,Laptop,Electronics,50000,41000,1,0.3,40,50000,35000.0,41040,-6040.0,2025-06,High (>10%)
O02631,2025-06-12,C1460,East,Backpack,Accessories,1800,850,2,0.05,150,3600,3420.0,1850,1570.0,2025-06,Low (1-10%)
O03001,2025-06-12,C0188,South,Pen Set,Stationery,250,110,2,0.05,100,500,475.0,320,155.0,2025-06,Low (1-10%)
O03404,2025-06-12,C1321,South,Backpack,Accessories,1800,850,1,0.1,40,1800,1620.0,890,730.0,2025-06,Low (1-10%)
O03595,2025-06-12,C2221,East,Headphones,Electronics,2500,1350,2,0.05,70,5000,4750.0,2770,1980.0,2025-06,Low (1-10%)
O04361,2025-06-12,C2103,North,Laptop,Electronics,50000,41000,4,0.1,40,200000,180000.0,164040,15960.0,2025-06,Low (1-10%)
O04509,2025-06-12,C0174,North,Keyboard,Electronics,1800,1000,1,0.1,40,1800,1620.0,1040,580.0,2025-06,Low (1-10%)
O04900,2025-06-12,C1981,South,Desk,Furniture,9000,6300,2,0.05,150,18000,17100.0,12750,4350.0,2025-06,Low (1-10%)
O05304,2025-06-12,C2372,North,Office Chair,Furniture,6500,4300,3,0.0,70,19500,19500.0,12970,6530.0,2025-06,None
O05717,2025-06-12,C2411,South,Headphones,Electronics,2500,1350,2,0.0,70,5000,5000.0,2770,2230.0,2025-06,None
O00027,2025-06-13,C0427,Unknown,Office Chair,Furniture,6500,4300,1,0.1,150,6500,5850.0,4450,1400.0,2025-06,Low (1-10%)
O00088,2025-06-13,C2492,West,Keyboard,Electronics,1800,1000,3,0.2,40,5400,4320.0,3040,1280.0,2025-06,High (>10%)
O00140,2025-06-13,C0342,North,Office Chair,Furniture,6500,4300,2,0.05,100,13000,12350.0,8700,3650.0,2025-06,Low (1-10%)
O00473,2025-06-13,C1557,North,Office Chair,Furniture,6500,4300,3,0.2,100,19500,15600.0,13000,2600.0,2025-06,High (>10%)
O00867,2025-06-13,C1484,North,Pen Set,Stationery,250,110,3,0.0,100,750,750.0,430,320.0,2025-06,None
O00944,2025-06-13,C1519,South,Office Chair,Furniture,6500,4300,2,0.1,150,13000,11700.0,8750,2950.0,2025-06,Low (1-10%)
O01087,2025-06-13,C1793,East,Pen Set,Stationery,250,110,2,0.1,100,500,450.0,320,130.0,2025-06,Low (1-10%)
O01465,2025-06-13,C1903,North,Pen Set,Stationery,250,110,1,0.0,150,250,250.0,260,-10.0,2025-06,None
O01873,2025-06-13,C0050,West,Desk,Furniture,9000,6300,1,0.2,150,9000,7200.0,6450,750.0,2025-06,High (>10%)
O02108,2025-06-13,C1074,South,Headphones,Electronics,2500,1350,3,0.1,40,7500,6750.0,4090,2660.0,2025-06,Low (1-10%)
O02127,2025-06-13,C0359,South,Keyboard,Electronics,1800,1000,2,0.0,40,3600,3600.0,2040,1560.0,2025-06,None
O02418,2025-06-13,C0435,South,Keyboard,Electronics,1800,1000,3,0.3,150,5400,3780.0,3150,630.0,2025-06,High (>10%)
O02961,2025-06-13,C1322,South,Backpack,Accessories,1800,850,3,0.1,40,5400,4860.0,2590,2270.0,2025-06,Low (1-10%)
O03238,2025-06-13,C1816,North,Backpack,Accessories,1800,850,3,0.05,100,5400,5130.0,2650,2480.0,2025-06,Low (1-10%)
O03264,2025-06-13,C1755,North,Pen Set,Stationery,250,110,1,0.0,150,250,250.0,260,-10.0,2025-06,None
O03343,2025-06-13,C0635,North,Laptop,Electronics,50000,41000,1,0.2,40,50000,40000.0,41040,-1040.0,2025-06,High (>10%)
O03442,2025-06-13,C0491,East,Laptop,Electronics,50000,41000,1,0.1,70,50000,45000.0,41070,3930.0,2025-06,Low (1-10%)
O03548,2025-06-13,C2382,North,Backpack,Accessories,1800,850,1,0.1,40,1800,1620.0,890,730.0,2025-06,Low (1-10%)
O04432,2025-06-13,C0158,South,Laptop,Electronics,50000,41000,3,0.2,40,150000,120000.0,123040,-3040.0,2025-06,High (>10%)
O04584,2025-06-13,C2373,East,Notebook,Stationery,150,65,1,0.2,70,150,120.0,135,-15.0,2025-06,High (>10%)
O04667,2025-06-13,C1757,South,Keyboard,Electronics,1800,1000,2,0.1,150,3600,3240.0,2150,1090.0,2025-06,Low (1-10%)
O05171,2025-06-13,C1462,West,Desk,Furniture,9000,6300,3,0.05,100,27000,25650.0,19000,6650.0,2025-06,Low (1-10%)
O05415,2025-06-13,C1413,North,Keyboard,Electronics,1800,1000,1,0.2,100,1800,1440.0,1100,340.0,2025-06,High (>10%)
O05797,2025-06-13,C2387,South,Pen Set,Stationery,250,110,1,0.1,150,250,225.0,260,-35.0,2025-06,Low (1-10%)
O00230,2025-06-14,C1029,South,Headphones,Electronics,2500,1350,1,0.1,40,2500,2250.0,1390,860.0,2025-06,Low (1-10%)
O00669,2025-06-14,C2113,West,Backpack,Accessories,1800,850,1,0.1,100,1800,1620.0,950,670.0,2025-06,Low (1-10%)
O00691,2025-06-14,C2194,South,Backpack,Accessories,1800,850,3,0.0,100,5400,5400.0,2650,2750.0,2025-06,None
O00922,2025-06-14,C0563,South,Desk,Furniture,9000,6300,3,0.0,100,27000,27000.0,19000,8000.0,2025-06,None
O01246,2025-06-14,C0008,West,Backpack,Accessories,1800,850,2,0.0,40,3600,3600.0,1740,1860.0,2025-06,None
O01506,2025-06-14,C1944,East,Headphones,Electronics,2500,1350,2,0.1,100,5000,4500.0,2800,1700.0,2025-06,Low (1-10%)
O02160,2025-06-14,C2390,North,Keyboard,Electronics,1800,1000,1,0.2,100,1800,1440.0,1100,340.0,2025-06,High (>10%)
O02318,2025-06-14,C0483,North,Office Chair,Furniture,6500,4300,4,0.1,40,26000,23400.0,17240,6160.0,2025-06,Low (1-10%)
O02426,2025-06-14,C1647,East,Desk,Furniture,9000,6300,1,0.1,70,9000,8100.0,6370,1730.0,2025-06,Low (1-10%)
O03319,2025-06-14,C1093,South,Keyboard,Electronics,1800,1000,2,0.1,70,3600,3240.0,2070,1170.0,2025-06,Low (1-10%)
O03643,2025-06-14,C1552,South,Backpack,Accessories,1800,850,3,0.1,70,5400,4860.0,2620,2240.0,2025-06,Low (1-10%)
O04187,2025-06-14,C2185,North,Keyboard,Electronics,1800,1000,4,0.0,100,7200,7200.0,4100,3100.0,2025-06,None
O04212,2025-06-14,C0066,South,Notebook,Stationery,150,65,3,0.2,150,450,360.0,345,15.0,2025-06,High (>10%)
O04377,2025-06-14,C1243,North,Keyboard,Electronics,1800,1000,2,0.05,100,3600,3420.0,2100,1320.0,2025-06,Low (1-10%)
O04422,2025-06-14,C1072,West,Backpack,Accessories,1800,850,4,0.05,100,7200,6840.0,3500,3340.0,2025-06,Low (1-10%)
O04956,2025-06-14,C1124,East,Headphones,Electronics,2500,1350,3,0.1,150,7500,6750.0,4200,2550.0,2025-06,Low (1-10%)
O05047,2025-06-14,C1228,West,Pen Set,Stationery,250,110,3,0.0,150,750,750.0,480,270.0,2025-06,None
O05207,2025-06-14,C0899,East,Notebook,Stationery,150,65,1,0.05,70,150,142.5,135,7.5,2025-06,Low (1-10%)
O00176,2025-06-15,C0604,West,Office Chair,Furniture,6500,4300,4,0.0,150,26000,26000.0,17350,8650.0,2025-06,None
O00248,2025-06-15,C0855,South,Office Chair,Furniture,6500,4300,4,0.1,150,26000,23400.0,17350,6050.0,2025-06,Low (1-10%)
O01613,2025-06-15,C1907,West,Notebook,Stationery,150,65,3,0.05,40,450,427.5,235,192.5,2025-06,Low (1-10%)
O01996,2025-06-15,C0979,West,Laptop,Electronics,50000,41000,2,0.2,100,100000,80000.0,82100,-2100.0,2025-06,High (>10%)
O02036,2025-06-15,C0069,West,Pen Set,Stationery,250,110,3,0.05,40,750,712.5,370,342.5,2025-06,Low (1-10%)
O02695,2025-06-15,C1838,South,Backpack,Accessories,1800,850,2,0.1,70,3600,3240.0,1770,1470.0,2025-06,Low (1-10%)
O03201,2025-06-15,C0090,West,Backpack,Accessories,1800,850,3,0.0,40,5400,5400.0,2590,2810.0,2025-06,None
O03305,2025-06-15,C1053,East,Laptop,Electronics,50000,41000,2,0.1,40,100000,90000.0,82040,7960.0,2025-06,Low (1-10%)
O03326,2025-06-15,C1636,North,Pen Set,Stationery,250,110,1,0.2,100,250,200.0,210,-10.0,2025-06,High (>10%)
O03376,2025-06-15,C1684,North,Desk,Furniture,9000,6300,2,0.1,150,18000,16200.0,12750,3450.0,2025-06,Low (1-10%)
O03581,2025-06-15,C0907,North,Backpack,Accessories,1800,850,2,0.05,150,3600,3420.0,1850,1570.0,2025-06,Low (1-10%)
O03981,2025-06-15,C0464,North,Office Chair,Furniture,6500,4300,2,0.05,150,13000,12350.0,8750,3600.0,2025-06,Low (1-10%)
O04146,2025-06-15,C0568,North,Keyboard,Electronics,1800,1000,1,0.0,40,1800,1800.0,1040,760.0,2025-06,None
O05021,2025-06-15,C0826,East,Backpack,Accessories,1800,850,4,0.2,150,7200,5760.0,3550,2210.0,2025-06,High (>10%)
O05073,2025-06-15,C2032,South,Headphones,Electronics,2500,1350,2,0.05,40,5000,4750.0,2740,2010.0,2025-06,Low (1-10%)
O05100,2025-06-15,C1655,South,Keyboard,Electronics,1800,1000,1,0.05,150,1800,1710.0,1150,560.0,2025-06,Low (1-10%)
O05223,2025-06-15,C0466,West,Backpack,Accessories,1800,850,1,0.0,150,1800,1800.0,1000,800.0,2025-06,None
O05649,2025-06-15,C2481,West,Backpack,Accessories,1800,850,1,0.0,150,1800,1800.0,1000,800.0,2025-06,None
O00758,2025-06-16,C0729,South,Office Chair,Furniture,6500,4300,2,0.0,40,13000,13000.0,8640,4360.0,2025-06,None
O02881,2025-06-16,C0971,South,Laptop,Electronics,50000,41000,4,0.05,150,200000,190000.0,164150,25850.0,2025-06,Low (1-10%)
O03004,2025-06-16,C1831,West,Backpack,Accessories,1800,850,1,0.2,150,1800,1440.0,1000,440.0,2025-06,High (>10%)
O03485,2025-06-16,C1475,South,Office Chair,Furniture,6500,4300,2,0.1,40,13000,11700.0,8640,3060.0,2025-06,Low (1-10%)
O03819,2025-06-16,C0398,North,Notebook,Stationery,150,65,3,0.0,40,450,450.0,235,215.0,2025-06,None
O04318,2025-06-16,C0603,South,Office Chair,Furniture,6500,4300,4,0.1,40,26000,23400.0,17240,6160.0,2025-06,Low (1-10%)
O04778,2025-06-16,C1074,West,Notebook,Stationery,150,65,3,0.1,100,450,405.0,295,110.0,2025-06,Low (1-10%)
O04837,2025-06-16,C0450,West,Headphones,Electronics,2500,1350,2,0.3,150,5000,3500.0,2850,650.0,2025-06,High (>10%)
O05904,2025-06-16,C1253,South,Pen Set,Stationery,250,110,4,0.2,70,1000,800.0,510,290.0,2025-06,High (>10%)
O01101,2025-06-17,C0736,West,Office Chair,Furniture,6500,4300,4,0.0,100,26000,26000.0,17300,8700.0,2025-06,None
O01815,2025-06-17,C2081,North,Backpack,Accessories,1800,850,1,0.1,100,1800,1620.0,950,670.0,2025-06,Low (1-10%)
O02340,2025-06-17,C0055,North,Laptop,Electronics,50000,41000,4,0.0,70,200000,200000.0,164070,35930.0,2025-06,None
O02493,2025-06-17,C0356,North,Backpack,Accessories,1800,850,2,0.05,100,3600,3420.0,1800,1620.0,2025-06,Low (1-10%)
O02507,2025-06-17,C0892,South,Office Chair,Furniture,6500,4300,2,0.0,100,13000,13000.0,8700,4300.0,2025-06,None
O02892,2025-06-17,C1635,North,Desk,Furniture,9000,6300,3,0.0,100,27000,27000.0,19000,8000.0,2025-06,None
O02962,2025-06-17,C1258,North,Office Chair,Furniture,6500,4300,4,0.0,70,26000,26000.0,17270,8730.0,2025-06,None
O03011,2025-06-17,C1588,West,Keyboard,Electronics,1800,1000,4,0.1,150,7200,6480.0,4150,2330.0,2025-06,Low (1-10%)
O03617,2025-06-17,C0735,South,Laptop,Electronics,50000,41000,3,0.0,40,150000,150000.0,123040,26960.0,2025-06,None
O04408,2025-06-17,C1483,East,Headphones,Electronics,2500,1350,1,0.1,40,2500,2250.0,1390,860.0,2025-06,Low (1-10%)
O05906,2025-06-17,C0825,East,Headphones,Electronics,2500,1350,1,0.0,150,2500,2500.0,1500,1000.0,2025-06,None
O00094,2025-06-18,C0982,North,Office Chair,Furniture,6500,4300,1,0.05,150,6500,6175.0,4450,1725.0,2025-06,Low (1-10%)
O00113,2025-06-18,C2341,South,Desk,Furniture,9000,6300,1,0.1,70,9000,8100.0,6370,1730.0,2025-06,Low (1-10%)
O02477,2025-06-18,C2058,North,Desk,Furniture,9000,6300,1,0.3,150,9000,6300.0,6450,-150.0,2025-06,High (>10%)
O02487,2025-06-18,C1675,West,Headphones,Electronics,2500,1350,1,0.3,150,2500,1750.0,1500,250.0,2025-06,High (>10%)
O03008,2025-06-18,C1110,West,Office Chair,Furniture,6500,4300,3,0.3,150,19500,13650.0,13050,600.0,2025-06,High (>10%)
O03099,2025-06-18,C1690,West,Headphones,Electronics,2500,1350,2,0.2,70,5000,4000.0,2770,1230.0,2025-06,High (>10%)
O03423,2025-06-18,C0927,South,Desk,Furniture,9000,6300,4,0.0,70,36000,36000.0,25270,10730.0,2025-06,None
O03608,2025-06-18,C1209,West,Notebook,Stationery,150,65,3,0.3,150,450,315.0,345,-30.0,2025-06,High (>10%)
O04490,2025-06-18,C2360,West,Office Chair,Furniture,6500,4300,4,0.2,70,26000,20800.0,17270,3530.0,2025-06,High (>10%)
O04989,2025-06-18,C2244,West,Backpack,Accessories,1800,850,2,0.05,70,3600,3420.0,1770,1650.0,2025-06,Low (1-10%)
O05690,2025-06-18,C1947,West,Headphones,Electronics,2500,1350,3,0.1,70,7500,6750.0,4120,2630.0,2025-06,Low (1-10%)
O00175,2025-06-19,C0273,West,Notebook,Stationery,150,65,2,0.05,40,300,285.0,170,115.0,2025-06,Low (1-10%)
O00190,2025-06-19,C2432,East,Keyboard,Electronics,1800,1000,3,0.2,70,5400,4320.0,3070,1250.0,2025-06,High (>10%)
O00581,2025-06-19,C1251,East,Laptop,Electronics,50000,41000,4,0.0,40,200000,200000.0,164040,35960.0,2025-06,None
O01019,2025-06-19,C2223,North,Laptop,Electronics,50000,41000,3,0.0,40,150000,150000.0,123040,26960.0,2025-06,None
O01483,2025-06-19,C0337,West,Keyboard,Electronics,1800,1000,4,0.3,100,7200,5040.0,4100,940.0,2025-06,High (>10%)
O01510,2025-06-19,C1096,West,Notebook,Stationery,150,65,2,0.1,40,300,270.0,170,100.0,2025-06,Low (1-10%)
O01768,2025-06-19,C2005,South,Office Chair,Furniture,6500,4300,4,0.05,150,26000,24700.0,17350,7350.0,2025-06,Low (1-10%)
O02516,2025-06-19,C2271,South,Pen Set,Stationery,250,110,1,0.0,40,250,250.0,150,100.0,2025-06,None
O03300,2025-06-19,C1751,North,Pen Set,Stationery,250,110,4,0.05,70,1000,950.0,510,440.0,2025-06,Low (1-10%)
O03714,2025-06-19,C0493,South,Headphones,Electronics,2500,1350,1,0.05,100,2500,2375.0,1450,925.0,2025-06,Low (1-10%)
O03824,2025-06-19,C0353,East,Headphones,Electronics,2500,1350,2,0.05,100,5000,4750.0,2800,1950.0,2025-06,Low (1-10%)
O03954,2025-06-19,C2098,South,Office Chair,Furniture,6500,4300,1,0.0,150,6500,6500.0,4450,2050.0,2025-06,None
O04788,2025-06-19,C1754,North,Laptop,Electronics,50000,41000,1,0.05,100,50000,47500.0,41100,6400.0,2025-06,Low (1-10%)
O04935,2025-06-19,C0119,East,Office Chair,Furniture,6500,4300,3,0.05,70,19500,18525.0,12970,5555.0,2025-06,Low (1-10%)
O05566,2025-06-19,C2396,South,Notebook,Stationery,150,65,2,0.0,70,300,300.0,200,100.0,2025-06,None
O05580,2025-06-19,C2048,North,Office Chair,Furniture,6500,4300,1,0.1,70,6500,5850.0,4370,1480.0,2025-06,Low (1-10%)
O05810,2025-06-19,C2370,North,Office Chair,Furniture,6500,4300,4,0.3,40,26000,18200.0,17240,960.0,2025-06,High (>10%)
O05842,2025-06-19,C1026,South,Backpack,Accessories,1800,850,1,0.05,70,1800,1710.0,920,790.0,2025-06,Low (1-10%)
O00005,2025-06-20,C1489,North,Office Chair,Furniture,6500,4300,1,0.2,150,6500,5200.0,4450,750.0,2025-06,High (>10%)
O00285,2025-06-20,C1955,South,Office Chair,Furniture,6500,4300,3,0.2,100,19500,15600.0,13000,2600.0,2025-06,High (>10%)
O00319,2025-06-20,C0757,East,Backpack,Accessories,1800,850,1,0.05,40,1800,1710.0,890,820.0,2025-06,Low (1-10%)
O00455,2025-06-20,C0388,South,Desk,Furniture,9000,6300,3,0.3,100,27000,18900.0,19000,-100.0,2025-06,High (>10%)
O00947,2025-06-20,C1705,West,Backpack,Accessories,1800,850,3,0.1,100,5400,4860.0,2650,2210.0,2025-06,Low (1-10%)
O01740,2025-06-20,C1409,South,Headphones,Electronics,2500,1350,4,0.0,70,10000,10000.0,5470,4530.0,2025-06,None
O01765,2025-06-20,C1205,East,Desk,Furniture,9000,6300,4,0.05,150,36000,34200.0,25350,8850.0,2025-06,Low (1-10%)
O01976,2025-06-20,C0137,North,Laptop,Electronics,50000,41000,3,0.05,150,150000,142500.0,123150,19350.0,2025-06,Low (1-10%)
O02169,2025-06-20,C2347,East,Backpack,Accessories,1800,850,2,0.1,40,3600,3240.0,1740,1500.0,2025-06,Low (1-10%)
O02441,2025-06-20,C0631,South,Keyboard,Electronics,1800,1000,4,0.2,40,7200,5760.0,4040,1720.0,2025-06,High (>10%)
O02810,2025-06-20,C1356,West,Headphones,Electronics,2500,1350,2,0.0,100,5000,5000.0,2800,2200.0,2025-06,None
O03228,2025-06-20,C1039,South,Office Chair,Furniture,6500,4300,3,0.0,100,19500,19500.0,13000,6500.0,2025-06,None
O03555,2025-06-20,C1069,West,Office Chair,Furniture,6500,4300,4,0.0,100,26000,26000.0,17300,8700.0,2025-06,None
O04047,2025-06-20,C0253,East,Office Chair,Furniture,6500,4300,2,0.05,40,13000,12350.0,8640,3710.0,2025-06,Low (1-10%)
O05007,2025-06-20,C2203,West,Office Chair,Furniture,6500,4300,4,0.2,70,26000,20800.0,17270,3530.0,2025-06,High (>10%)
O05026,2025-06-20,C1252,South,Laptop,Electronics,50000,41000,3,0.0,70,150000,150000.0,123070,26930.0,2025-06,None
O05161,2025-06-20,C1138,South,Office Chair,Furniture,6500,4300,1,0.0,100,6500,6500.0,4400,2100.0,2025-06,None
O05987,2025-06-20,C1969,West,Backpack,Accessories,1800,850,1,0.2,40,1800,1440.0,890,550.0,2025-06,High (>10%)
O00061,2025-06-21,C1058,West,Backpack,Accessories,1800,850,2,0.1,40,3600,3240.0,1740,1500.0,2025-06,Low (1-10%)
O01092,2025-06-21,C2115,North,Office Chair,Furniture,6500,4300,1,0.1,100,6500,5850.0,4400,1450.0,2025-06,Low (1-10%)
O01187,2025-06-21,C0769,South,Headphones,Electronics,2500,1350,2,0.3,100,5000,3500.0,2800,700.0,2025-06,High (>10%)
O01549,2025-06-21,C0135,South,Office Chair,Furniture,6500,4300,2,0.1,70,13000,11700.0,8670,3030.0,2025-06,Low (1-10%)
O01668,2025-06-21,C2435,North,Notebook,Stationery,150,65,3,0.05,40,450,427.5,235,192.5,2025-06,Low (1-10%)
O01722,2025-06-21,C0544,North,Notebook,Stationery,150,65,2,0.2,100,300,240.0,230,10.0,2025-06,High (>10%)
O01979,2025-06-21,C1426,South,Laptop,Electronics,50000,41000,4,0.1,70,200000,180000.0,164070,15930.0,2025-06,Low (1-10%)
O02207,2025-06-21,C2129,South,Headphones,Electronics,2500,1350,1,0.3,100,2500,1750.0,1450,300.0,2025-06,High (>10%)
O02465,2025-06-21,C1923,West,Office Chair,Furniture,6500,4300,3,0.0,100,19500,19500.0,13000,6500.0,2025-06,None
O03421,2025-06-21,C0020,North,Desk,Furniture,9000,6300,2,0.3,70,18000,12600.0,12670,-70.0,2025-06,High (>10%)
O03996,2025-06-21,C1198,South,Keyboard,Electronics,1800,1000,4,0.05,40,7200,6840.0,4040,2800.0,2025-06,Low (1-10%)
O04832,2025-06-21,C2070,North,Laptop,Electronics,50000,41000,2,0.1,150,100000,90000.0,82150,7850.0,2025-06,Low (1-10%)
O05530,2025-06-21,C0997,North,Laptop,Electronics,50000,41000,1,0.05,40,50000,47500.0,41040,6460.0,2025-06,Low (1-10%)
O05721,2025-06-21,C1402,West,Backpack,Accessories,1800,850,2,0.1,150,3600,3240.0,1850,1390.0,2025-06,Low (1-10%)
O05735,2025-06-21,C2100,East,Notebook,Stationery,150,65,1,0.05,100,150,142.5,165,-22.5,2025-06,Low (1-10%)
O00500,2025-06-22,C0947,North,Office Chair,Furniture,6500,4300,1,0.1,40,6500,5850.0,4340,1510.0,2025-06,Low (1-10%)
O00617,2025-06-22,C0171,North,Headphones,Electronics,2500,1350,3,0.0,40,7500,7500.0,4090,3410.0,2025-06,None
O00829,2025-06-22,C1302,South,Pen Set,Stationery,250,110,2,0.1,100,500,450.0,320,130.0,2025-06,Low (1-10%)
O00923,2025-06-22,C0399,South,Office Chair,Furniture,6500,4300,1,0.3,40,6500,4550.0,4340,210.0,2025-06,High (>10%)
O01066,2025-06-22,C1762,West,Office Chair,Furniture,6500,4300,1,0.1,70,6500,5850.0,4370,1480.0,2025-06,Low (1-10%)
O01269,2025-06-22,C0560,West,Backpack,Accessories,1800,850,3,0.1,150,5400,4860.0,2700,2160.0,2025-06,Low (1-10%)
O02307,2025-06-22,C2098,North,Keyboard,Electronics,1800,1000,3,0.0,70,5400,5400.0,3070,2330.0,2025-06,None
O02543,2025-06-22,C1480,South,Backpack,Accessories,1800,850,1,0.2,100,1800,1440.0,950,490.0,2025-06,High (>10%)
O02602,2025-06-22,C1141,North,Headphones,Electronics,2500,1350,1,0.3,100,2500,1750.0,1450,300.0,2025-06,High (>10%)
O02768,2025-06-22,C0157,East,Backpack,Accessories,1800,850,1,0.0,40,1800,1800.0,890,910.0,2025-06,None
O03107,2025-06-22,C1581,East,Pen Set,Stationery,250,110,2,0.3,70,500,350.0,290,60.0,2025-06,High (>10%)
O03286,2025-06-22,C0818,North,Office Chair,Furniture,6500,4300,2,0.0,40,13000,13000.0,8640,4360.0,2025-06,None
O03382,2025-06-22,C0080,South,Pen Set,Stationery,250,110,1,0.1,70,250,225.0,180,45.0,2025-06,Low (1-10%)
O03609,2025-06-22,C0269,South,Desk,Furniture,9000,6300,4,0.05,150,36000,34200.0,25350,8850.0,2025-06,Low (1-10%)
O03645,2025-06-22,C2330,South,Backpack,Accessories,1800,850,4,0.0,70,7200,7200.0,3470,3730.0,2025-06,None
O03785,2025-06-22,C1059,South,Backpack,Accessories,1800,850,2,0.2,40,3600,2880.0,1740,1140.0,2025-06,High (>10%)
O04306,2025-06-22,C1436,North,Pen Set,Stationery,250,110,3,0.05,70,750,712.5,400,312.5,2025-06,Low (1-10%)
O04541,2025-06-22,C2155,North,Desk,Furniture,9000,6300,1,0.0,70,9000,9000.0,6370,2630.0,2025-06,None
O05653,2025-06-22,C0120,South,Laptop,Electronics,50000,41000,1,0.2,150,50000,40000.0,41150,-1150.0,2025-06,High (>10%)
O05678,2025-06-22,C0436,East,Keyboard,Electronics,1800,1000,2,0.0,70,3600,3600.0,2070,1530.0,2025-06,None
O05747,2025-06-22,C0098,South,Office Chair,Furniture,6500,4300,3,0.05,40,19500,18525.0,12940,5585.0,2025-06,Low (1-10%)
O05891,2025-06-22,C1241,West,Notebook,Stationery,150,65,2,0.1,100,300,270.0,230,40.0,2025-06,Low (1-10%)
O00046,2025-06-23,C0333,North,Backpack,Accessories,1800,850,4,0.0,100,7200,7200.0,3500,3700.0,2025-06,None
O00231,2025-06-23,C0185,North,Office Chair,Furniture,6500,4300,4,0.0,150,26000,26000.0,17350,8650.0,2025-06,None
O00563,2025-06-23,C1741,North,Office Chair,Furniture,6500,4300,4,0.05,40,26000,24700.0,17240,7460.0,2025-06,Low (1-10%)
O00603,2025-06-23,C2341,East,Notebook,Stationery,150,65,3,0.0,40,450,450.0,235,215.0,2025-06,None
O01191,2025-06-23,C1929,West,Office Chair,Furniture,6500,4300,4,0.3,100,26000,18200.0,17300,900.0,2025-06,High (>10%)
O01440,2025-06-23,C1124,South,Backpack,Accessories,1800,850,3,0.0,70,5400,5400.0,2620,2780.0,2025-06,None
O01475,2025-06-23,C2292,South,Backpack,Accessories,1800,850,4,0.0,100,7200,7200.0,3500,3700.0,2025-06,None
O01662,2025-06-23,C1235,East,Desk,Furniture,9000,6300,4,0.2,70,36000,28800.0,25270,3530.0,2025-06,High (>10%)
O01824,2025-06-23,C1507,South,Backpack,Accessories,1800,850,3,0.2,70,5400,4320.0,2620,1700.0,2025-06,High (>10%)
O02290,2025-06-23,C2130,North,Office Chair,Furniture,6500,4300,3,0.05,100,19500,18525.0,13000,5525.0,2025-06,Low (1-10%)
O02308,2025-06-23,C1447,West,Headphones,Electronics,2500,1350,2,0.0,70,5000,5000.0,2770,2230.0,2025-06,None
O02486,2025-06-23,C1759,South,Keyboard,Electronics,1800,1000,4,0.3,40,7200,5040.0,4040,1000.0,2025-06,High (>10%)
